EPotencial:	ECinetica:	ETotal:
-6.764968,	3.393344,	-3.371624
-6.765189,	3.393454,	-3.371735
-6.765409,	3.393564,	-3.371845
-6.765630,	3.393674,	-3.371956
-6.765851,	3.393784,	-3.372066
-6.766071,	3.393895,	-3.372177
-6.766292,	3.394005,	-3.372287
-6.766513,	3.394115,	-3.372398
-6.766733,	3.394225,	-3.372508
-6.766954,	3.394335,	-3.372619
-6.767175,	3.394445,	-3.372729
-6.767395,	3.394556,	-3.372840
-6.767616,	3.394666,	-3.372950
-6.767837,	3.394776,	-3.373061
-6.768057,	3.394886,	-3.373171
-6.768278,	3.394996,	-3.373282
-6.768499,	3.395106,	-3.373392
-6.768720,	3.395217,	-3.373503
-6.768940,	3.395327,	-3.373614
-6.769161,	3.395437,	-3.373724
-6.769382,	3.395547,	-3.373835
-6.769602,	3.395657,	-3.373945
-6.769823,	3.395767,	-3.374056
-6.770044,	3.395877,	-3.374166
-6.770264,	3.395988,	-3.374277
-6.770485,	3.396098,	-3.374387
-6.770706,	3.396208,	-3.374498
-6.770926,	3.396318,	-3.374608
-6.771147,	3.396428,	-3.374719
-6.771368,	3.396538,	-3.374829
-6.771588,	3.396649,	-3.374940
-6.771809,	3.396759,	-3.375050
-6.772030,	3.396869,	-3.375161
-6.772250,	3.396979,	-3.375271
-6.772471,	3.397089,	-3.375382
-6.772692,	3.397199,	-3.375492
-6.772912,	3.397310,	-3.375603
-6.773133,	3.397420,	-3.375713
-6.773354,	3.397530,	-3.375824
-6.773575,	3.397640,	-3.375935
-6.773795,	3.397750,	-3.376045
-6.774016,	3.397860,	-3.376156
-6.774237,	3.397970,	-3.376266
-6.774457,	3.398081,	-3.376377
-6.774678,	3.398191,	-3.376487
-6.774899,	3.398301,	-3.376598
-6.775119,	3.398411,	-3.376708
-6.775340,	3.398521,	-3.376819
-6.775561,	3.398631,	-3.376929
-6.775781,	3.398742,	-3.377040
-6.776002,	3.398852,	-3.377150
-6.776223,	3.398962,	-3.377261
-6.776443,	3.399072,	-3.377371
-6.776664,	3.399182,	-3.377482
-6.776885,	3.399292,	-3.377592
-6.777105,	3.399402,	-3.377703
-6.777326,	3.399513,	-3.377813
-6.777547,	3.399623,	-3.377924
-6.777767,	3.399733,	-3.378034
-6.777988,	3.399843,	-3.378145
-6.778209,	3.399953,	-3.378256
-6.778429,	3.400063,	-3.378366
-6.778650,	3.400174,	-3.378477
-6.778871,	3.400284,	-3.378587
-6.779091,	3.400394,	-3.378698
-6.779312,	3.400504,	-3.378808
-6.779533,	3.400614,	-3.378919
-6.779754,	3.400724,	-3.379029
-6.779974,	3.400835,	-3.379140
-6.780195,	3.400945,	-3.379250
-6.780416,	3.401055,	-3.379361
-6.780636,	3.401165,	-3.379471
-6.780857,	3.401275,	-3.379582
-6.781078,	3.401385,	-3.379692
-6.781298,	3.401495,	-3.379803
-6.781519,	3.401606,	-3.379913
-6.781740,	3.401716,	-3.380024
-6.781960,	3.401826,	-3.380134
-6.782181,	3.401936,	-3.380245
-6.782402,	3.402046,	-3.380355
-6.782622,	3.402156,	-3.380466
-6.782843,	3.402267,	-3.380577
-6.783064,	3.402377,	-3.380687
-6.783284,	3.402487,	-3.380798
-6.783505,	3.402597,	-3.380908
-6.783726,	3.402707,	-3.381019
-6.783946,	3.402817,	-3.381129
-6.784167,	3.402927,	-3.381240
-6.784388,	3.403038,	-3.381350
-6.784608,	3.403148,	-3.381461
-6.784829,	3.403258,	-3.381571
-6.785050,	3.403368,	-3.381682
-6.785270,	3.403478,	-3.381792
-6.785491,	3.403588,	-3.381903
-6.785712,	3.403698,	-3.382013
-6.785932,	3.403809,	-3.382124
-6.786153,	3.403919,	-3.382234
-6.786374,	3.404029,	-3.382345
-6.786595,	3.404139,	-3.382455
-6.786815,	3.404249,	-3.382566
-6.787036,	3.404359,	-3.382676
-6.787257,	3.404470,	-3.382787
-6.787477,	3.404580,	-3.382897
-6.787698,	3.404690,	-3.383008
-6.787919,	3.404800,	-3.383119
-6.788139,	3.404910,	-3.383229
-6.788360,	3.405020,	-3.383340
-6.788581,	3.405130,	-3.383450
-6.788801,	3.405241,	-3.383561
-6.789022,	3.405351,	-3.383671
-6.789243,	3.405461,	-3.383782
-6.789463,	3.405571,	-3.383892
-6.789684,	3.405681,	-3.384003
-6.789905,	3.405791,	-3.384113
-6.790125,	3.405902,	-3.384224
-6.790346,	3.406012,	-3.384334
-6.790567,	3.406122,	-3.384445
-6.790787,	3.406232,	-3.384555
-6.791008,	3.406342,	-3.384666
-6.791229,	3.406452,	-3.384776
-6.791449,	3.406562,	-3.384887
-6.791670,	3.406673,	-3.384997
-6.791891,	3.406783,	-3.385108
-6.792111,	3.406893,	-3.385218
-6.792332,	3.407003,	-3.385329
-6.792553,	3.407113,	-3.385440
-6.792773,	3.407223,	-3.385550
-6.792994,	3.407333,	-3.385661
-6.793215,	3.407444,	-3.385771
-6.793435,	3.407554,	-3.385882
-6.793656,	3.407664,	-3.385992
-6.793877,	3.407774,	-3.386103
-6.794097,	3.407884,	-3.386213
-6.794318,	3.407994,	-3.386324
-6.794539,	3.408105,	-3.386434
-6.794759,	3.408215,	-3.386545
-6.794980,	3.408325,	-3.386655
-6.795201,	3.408435,	-3.386766
-6.795421,	3.408545,	-3.386876
-6.795642,	3.408655,	-3.386987
-6.795863,	3.408765,	-3.387097
-6.796083,	3.408876,	-3.387208
-6.796304,	3.408986,	-3.387318
-6.796525,	3.409096,	-3.387429
-6.796745,	3.409206,	-3.387539
-6.796966,	3.409316,	-3.387650
-6.797187,	3.409426,	-3.387761
-6.797408,	3.409536,	-3.387871
-6.797628,	3.409647,	-3.387982
-6.797849,	3.409757,	-3.388092
-6.798070,	3.409867,	-3.388203
-6.798290,	3.409977,	-3.388313
-6.798511,	3.410087,	-3.388424
-6.798732,	3.410197,	-3.388534
-6.798952,	3.410307,	-3.388645
-6.799173,	3.410418,	-3.388755
-6.799394,	3.410528,	-3.388866
-6.799614,	3.410638,	-3.388976
-6.799835,	3.410748,	-3.389087
-6.800056,	3.410858,	-3.389197
-6.800276,	3.410968,	-3.389308
-6.800497,	3.411079,	-3.389418
-6.800718,	3.411189,	-3.389529
-6.800938,	3.411299,	-3.389639
-6.801159,	3.411409,	-3.389750
-6.801380,	3.411519,	-3.389860
-6.801600,	3.411629,	-3.389971
-6.801821,	3.411739,	-3.390082
-6.802042,	3.411850,	-3.390192
-6.802262,	3.411960,	-3.390303
-6.802483,	3.412070,	-3.390413
-6.802704,	3.412180,	-3.390524
-6.802924,	3.412290,	-3.390634
-6.803145,	3.412400,	-3.390745
-6.803366,	3.412510,	-3.390855
-6.803586,	3.412621,	-3.390966
-6.803807,	3.412731,	-3.391076
-6.804028,	3.412841,	-3.391187
-6.804248,	3.412951,	-3.391297
-6.804469,	3.413061,	-3.391408
-6.804690,	3.413171,	-3.391518
-6.804910,	3.413281,	-3.391629
-6.805131,	3.413392,	-3.391739
-6.805352,	3.413502,	-3.391850
-6.805572,	3.413612,	-3.391960
-6.805793,	3.413722,	-3.392071
-6.806014,	3.413832,	-3.392181
-6.806234,	3.413942,	-3.392292
-6.806455,	3.414052,	-3.392402
-6.806676,	3.414163,	-3.392513
-6.806896,	3.414273,	-3.392624
-6.807117,	3.414383,	-3.392734
-6.807338,	3.414493,	-3.392845
-6.807558,	3.414603,	-3.392955
-6.807779,	3.414713,	-3.393066
-6.808000,	3.414823,	-3.393176
-6.808220,	3.414934,	-3.393287
-6.808441,	3.415044,	-3.393397
-6.808662,	3.415154,	-3.393508
-6.808882,	3.415264,	-3.393618
-6.809103,	3.415374,	-3.393729
-6.809324,	3.415484,	-3.393839
-6.809544,	3.415595,	-3.393950
-6.809765,	3.415705,	-3.394060
-6.809986,	3.415815,	-3.394171
-6.810206,	3.415925,	-3.394281
-6.810427,	3.416035,	-3.394392
-6.810648,	3.416145,	-3.394502
-6.810868,	3.416255,	-3.394613
-6.811089,	3.416366,	-3.394723
-6.811310,	3.416476,	-3.394834
-6.811530,	3.416586,	-3.394945
-6.811751,	3.416696,	-3.395055
-6.811972,	3.416806,	-3.395166
-6.812192,	3.416916,	-3.395276
-6.812413,	3.417026,	-3.395387
-6.812634,	3.417137,	-3.395497
-6.812854,	3.417247,	-3.395608
-6.813075,	3.417357,	-3.395718
-6.813296,	3.417467,	-3.395829
-6.813516,	3.417577,	-3.395939
-6.813737,	3.417687,	-3.396050
-6.813958,	3.417797,	-3.396160
-6.814178,	3.417908,	-3.396271
-6.814399,	3.418018,	-3.396381
-6.814620,	3.418128,	-3.396492
-6.814840,	3.418238,	-3.396602
-6.815061,	3.418348,	-3.396713
-6.815282,	3.418458,	-3.396823
-6.815502,	3.418568,	-3.396934
-6.815723,	3.418679,	-3.397044
-6.815944,	3.418789,	-3.397155
-6.816164,	3.418899,	-3.397266
-6.816385,	3.419009,	-3.397376
-6.816606,	3.419119,	-3.397487
-6.816826,	3.419229,	-3.397597
-6.817047,	3.419339,	-3.397708
-6.817268,	3.419450,	-3.397818
-6.817488,	3.419560,	-3.397929
-6.817709,	3.419670,	-3.398039
-6.817930,	3.419780,	-3.398150
-6.818150,	3.419890,	-3.398260
-6.818371,	3.420000,	-3.398371
-6.818592,	3.420110,	-3.398481
-6.818812,	3.420221,	-3.398592
-6.819033,	3.420331,	-3.398702
-6.819254,	3.420441,	-3.398813
-6.819474,	3.420551,	-3.398923
-6.819695,	3.420661,	-3.399034
-6.819916,	3.420771,	-3.399144
-6.820136,	3.420881,	-3.399255
-6.820357,	3.420992,	-3.399365
-6.820578,	3.421102,	-3.399476
-6.820798,	3.421212,	-3.399587
-6.821019,	3.421322,	-3.399697
-6.821240,	3.421432,	-3.399808
-6.821460,	3.421542,	-3.399918
-6.821681,	3.421652,	-3.400029
-6.821902,	3.421763,	-3.400139
-6.822122,	3.421873,	-3.400250
-6.822343,	3.421983,	-3.400360
-6.822564,	3.422093,	-3.400471
-6.822784,	3.422203,	-3.400581
-6.823005,	3.422313,	-3.400692
-6.823226,	3.422423,	-3.400802
-6.823446,	3.422533,	-3.400913
-6.823667,	3.422644,	-3.401023
-6.823888,	3.422754,	-3.401134
-6.824108,	3.422864,	-3.401244
-6.824329,	3.422974,	-3.401355
-6.824550,	3.423084,	-3.401465
-6.824770,	3.423194,	-3.401576
-6.824991,	3.423304,	-3.401686
-6.825212,	3.423415,	-3.401797
-6.825432,	3.423525,	-3.401908
-6.825653,	3.423635,	-3.402018
-6.825874,	3.423745,	-3.402129
-6.826094,	3.423855,	-3.402239
-6.826315,	3.423965,	-3.402350
-6.826536,	3.424075,	-3.402460
-6.826756,	3.424186,	-3.402571
-6.826977,	3.424296,	-3.402681
-6.827198,	3.424406,	-3.402792
-6.827418,	3.424516,	-3.402902
-6.827639,	3.424626,	-3.403013
-6.827860,	3.424736,	-3.403123
-6.828080,	3.424846,	-3.403234
-6.828301,	3.424957,	-3.403344
-6.828522,	3.425067,	-3.403455
-6.828742,	3.425177,	-3.403565
-6.828963,	3.425287,	-3.403676
-6.829184,	3.425397,	-3.403786
-6.829404,	3.425507,	-3.403897
-6.829625,	3.425617,	-3.404007
-6.829846,	3.425728,	-3.404118
-6.830066,	3.425838,	-3.404228
-6.830287,	3.425948,	-3.404339
-6.830508,	3.426058,	-3.404450
-6.830728,	3.426168,	-3.404560
-6.830949,	3.426278,	-3.404671
-6.831170,	3.426388,	-3.404781
-6.831390,	3.426499,	-3.404892
-6.831611,	3.426609,	-3.405002
-6.831831,	3.426719,	-3.405113
-6.832052,	3.426829,	-3.405223
-6.832273,	3.426939,	-3.405334
-6.832493,	3.427049,	-3.405444
-6.832714,	3.427159,	-3.405555
-6.832935,	3.427270,	-3.405665
-6.833155,	3.427380,	-3.405776
-6.833376,	3.427490,	-3.405886
-6.833597,	3.427600,	-3.405997
-6.833817,	3.427710,	-3.406107
-6.834038,	3.427820,	-3.406218
-6.834259,	3.427930,	-3.406328
-6.834479,	3.428040,	-3.406439
-6.834700,	3.428151,	-3.406549
-6.834921,	3.428261,	-3.406660
-6.835141,	3.428371,	-3.406771
-6.835362,	3.428481,	-3.406881
-6.835583,	3.428591,	-3.406992
-6.835803,	3.428701,	-3.407102
-6.836024,	3.428811,	-3.407213
-6.836245,	3.428922,	-3.407323
-6.836465,	3.429032,	-3.407434
-6.836686,	3.429142,	-3.407544
-6.836907,	3.429252,	-3.407655
-6.837127,	3.429362,	-3.407765
-6.837348,	3.429472,	-3.407876
-6.837569,	3.429582,	-3.407986
-6.837789,	3.429693,	-3.408097
-6.838010,	3.429803,	-3.408207
-6.838231,	3.429913,	-3.408318
-6.838451,	3.430023,	-3.408428
-6.838672,	3.430133,	-3.408539
-6.838893,	3.430243,	-3.408649
-6.839113,	3.430353,	-3.408760
-6.839334,	3.430464,	-3.408870
-6.839555,	3.430574,	-3.408981
-6.839775,	3.430684,	-3.409092
-6.839996,	3.430794,	-3.409202
-6.840217,	3.430904,	-3.409313
-6.840437,	3.431014,	-3.409423
-6.840658,	3.431124,	-3.409534
-6.840879,	3.431234,	-3.409644
-6.841099,	3.431345,	-3.409755
-6.841320,	3.431455,	-3.409865
-6.841541,	3.431565,	-3.409976
-6.841761,	3.431675,	-3.410086
-6.841982,	3.431785,	-3.410197
-6.842203,	3.431895,	-3.410307
-6.842423,	3.432005,	-3.410418
-6.842644,	3.432116,	-3.410528
-6.842865,	3.432226,	-3.410639
-6.843085,	3.432336,	-3.410749
-6.843306,	3.432446,	-3.410860
-6.843527,	3.432556,	-3.410970
-6.843747,	3.432666,	-3.411081
-6.843968,	3.432776,	-3.411191
-6.844189,	3.432887,	-3.411302
-6.844409,	3.432997,	-3.411413
-6.844630,	3.433107,	-3.411523
-6.844850,	3.433217,	-3.411634
-6.845071,	3.433327,	-3.411744
-6.845292,	3.433437,	-3.411855
-6.845512,	3.433547,	-3.411965
-6.845733,	3.433657,	-3.412076
-6.845954,	3.433768,	-3.412186
-6.846174,	3.433878,	-3.412297
-6.846395,	3.433988,	-3.412407
-6.846616,	3.434098,	-3.412518
-6.846836,	3.434208,	-3.412628
-6.847057,	3.434318,	-3.412739
-6.847278,	3.434428,	-3.412849
-6.847498,	3.434539,	-3.412960
-6.847719,	3.434649,	-3.413070
-6.847940,	3.434759,	-3.413181
-6.848160,	3.434869,	-3.413291
-6.848381,	3.434979,	-3.413402
-6.848602,	3.435089,	-3.413512
-6.848822,	3.435199,	-3.413623
-6.849043,	3.435310,	-3.413733
-6.849264,	3.435420,	-3.413844
-6.849484,	3.435530,	-3.413955
-6.849705,	3.435640,	-3.414065
-6.849926,	3.435750,	-3.414176
-6.850146,	3.435860,	-3.414286
-6.850367,	3.435970,	-3.414397
-6.850588,	3.436080,	-3.414507
-6.850808,	3.436191,	-3.414618
-6.851029,	3.436301,	-3.414728
-6.851250,	3.436411,	-3.414839
-6.851470,	3.436521,	-3.414949
-6.851691,	3.436631,	-3.415060
-6.851912,	3.436741,	-3.415170
-6.852132,	3.436851,	-3.415281
-6.852353,	3.436962,	-3.415391
-6.852574,	3.437072,	-3.415502
-6.852794,	3.437182,	-3.415612
-6.853015,	3.437292,	-3.415723
-6.853236,	3.437402,	-3.415833
-6.853456,	3.437512,	-3.415944
-6.853677,	3.437622,	-3.416054
-6.853897,	3.437732,	-3.416165
-6.854118,	3.437843,	-3.416276
-6.854339,	3.437953,	-3.416386
-6.854559,	3.438063,	-3.416497
-6.854780,	3.438173,	-3.416607
-6.855001,	3.438283,	-3.416718
-6.855221,	3.438393,	-3.416828
-6.855442,	3.438503,	-3.416939
-6.855663,	3.438614,	-3.417049
-6.855883,	3.438724,	-3.417160
-6.856104,	3.438834,	-3.417270
-6.856325,	3.438944,	-3.417381
-6.856545,	3.439054,	-3.417491
-6.856766,	3.439164,	-3.417602
-6.856987,	3.439274,	-3.417712
-6.857207,	3.439385,	-3.417823
-6.857428,	3.439495,	-3.417933
-6.857649,	3.439605,	-3.418044
-6.857869,	3.439715,	-3.418154
-6.858090,	3.439825,	-3.418265
-6.858311,	3.439935,	-3.418375
-6.858531,	3.440045,	-3.418486
-6.858752,	3.440155,	-3.418597
-6.858973,	3.440266,	-3.418707
-6.859193,	3.440376,	-3.418818
-6.859414,	3.440486,	-3.418928
-6.859635,	3.440596,	-3.419039
-6.859855,	3.440706,	-3.419149
-6.860076,	3.440816,	-3.419260
-6.860297,	3.440926,	-3.419370
-6.860517,	3.441037,	-3.419481
-6.860738,	3.441147,	-3.419591
-6.860959,	3.441257,	-3.419702
-6.861179,	3.441367,	-3.419812
-6.861400,	3.441477,	-3.419923
-6.861621,	3.441587,	-3.420033
-6.861841,	3.441697,	-3.420144
-6.862062,	3.441807,	-3.420254
-6.862282,	3.441918,	-3.420365
-6.862503,	3.442028,	-3.420475
-6.862724,	3.442138,	-3.420586
-6.862944,	3.442248,	-3.420696
-6.863165,	3.442358,	-3.420807
-6.863386,	3.442468,	-3.420918
-6.863606,	3.442578,	-3.421028
-6.863827,	3.442689,	-3.421139
-6.864048,	3.442799,	-3.421249
-6.864268,	3.442909,	-3.421360
-6.864489,	3.443019,	-3.421470
-6.864710,	3.443129,	-3.421581
-6.864930,	3.443239,	-3.421691
-6.865151,	3.443349,	-3.421802
-6.865372,	3.443459,	-3.421912
-6.865592,	3.443570,	-3.422023
-6.865813,	3.443680,	-3.422133
-6.866034,	3.443790,	-3.422244
-6.866254,	3.443900,	-3.422354
-6.866475,	3.444010,	-3.422465
-6.866696,	3.444120,	-3.422575
-6.866916,	3.444230,	-3.422686
-6.867137,	3.444341,	-3.422796
-6.867358,	3.444451,	-3.422907
-6.867578,	3.444561,	-3.423017
-6.867799,	3.444671,	-3.423128
-6.868020,	3.444781,	-3.423238
-6.868240,	3.444891,	-3.423349
-6.868461,	3.445001,	-3.423460
-6.868682,	3.445111,	-3.423570
-6.868902,	3.445222,	-3.423681
-6.869123,	3.445332,	-3.423791
-6.869344,	3.445442,	-3.423902
-6.869564,	3.445552,	-3.424012
-6.869785,	3.445662,	-3.424123
-6.870005,	3.445772,	-3.424233
-6.870226,	3.445882,	-3.424344
-6.870447,	3.445993,	-3.424454
-6.870667,	3.446103,	-3.424565
-6.870888,	3.446213,	-3.424675
-6.871109,	3.446323,	-3.424786
-6.871329,	3.446433,	-3.424896
-6.871550,	3.446543,	-3.425007
-6.871771,	3.446653,	-3.425117
-6.871991,	3.446763,	-3.425228
-6.872212,	3.446874,	-3.425338
-6.872433,	3.446984,	-3.425449
-6.872653,	3.447094,	-3.425559
-6.872874,	3.447204,	-3.425670
-6.873095,	3.447314,	-3.425781
-6.873315,	3.447424,	-3.425891
-6.873536,	3.447534,	-3.426002
-6.873757,	3.447645,	-3.426112
-6.873977,	3.447755,	-3.426223
-6.874198,	3.447865,	-3.426333
-6.874419,	3.447975,	-3.426444
-6.874639,	3.448085,	-3.426554
-6.874860,	3.448195,	-3.426665
-6.875081,	3.448305,	-3.426775
-6.875301,	3.448415,	-3.426886
-6.875522,	3.448526,	-3.426996
-6.875743,	3.448636,	-3.427107
-6.875963,	3.448746,	-3.427217
-6.876184,	3.448856,	-3.427328
-6.876404,	3.448966,	-3.427438
-6.876625,	3.449076,	-3.427549
-6.876846,	3.449186,	-3.427659
-6.877066,	3.449297,	-3.427770
-6.877287,	3.449407,	-3.427880
-6.877508,	3.449517,	-3.427991
-6.877728,	3.449627,	-3.428102
-6.877949,	3.449737,	-3.428212
-6.878170,	3.449847,	-3.428323
-6.878390,	3.449957,	-3.428433
-6.878611,	3.450067,	-3.428544
-6.878832,	3.450178,	-3.428654
-6.879052,	3.450288,	-3.428765
-6.879273,	3.450398,	-3.428875
-6.879494,	3.450508,	-3.428986
-6.879714,	3.450618,	-3.429096
-6.879935,	3.450728,	-3.429207
-6.880156,	3.450838,	-3.429317
-6.880376,	3.450948,	-3.429428
-6.880597,	3.451059,	-3.429538
-6.880818,	3.451169,	-3.429649
-6.881038,	3.451279,	-3.429759
-6.881259,	3.451389,	-3.429870
-6.881480,	3.451499,	-3.429980
-6.881700,	3.451609,	-3.430091
-6.881921,	3.451719,	-3.430201
-6.882142,	3.451830,	-3.430312
-6.882362,	3.451940,	-3.430423
-6.882583,	3.452050,	-3.430533
-6.882804,	3.452160,	-3.430644
-6.883024,	3.452270,	-3.430754
-6.883245,	3.452380,	-3.430865
-6.883465,	3.452490,	-3.430975
-6.883686,	3.452600,	-3.431086
-6.883907,	3.452711,	-3.431196
-6.884127,	3.452821,	-3.431307
-6.884348,	3.452931,	-3.431417
-6.884569,	3.453041,	-3.431528
-6.884789,	3.453151,	-3.431638
-6.885010,	3.453261,	-3.431749
-6.885231,	3.453371,	-3.431859
-6.885451,	3.453482,	-3.431970
-6.885672,	3.453592,	-3.432080
-6.885893,	3.453702,	-3.432191
-6.886113,	3.453812,	-3.432301
-6.886334,	3.453922,	-3.432412
-6.886555,	3.454032,	-3.432522
-6.886775,	3.454142,	-3.432633
-6.886996,	3.454252,	-3.432744
-6.887217,	3.454363,	-3.432854
-6.887437,	3.454473,	-3.432965
-6.887658,	3.454583,	-3.433075
-6.887879,	3.454693,	-3.433186
-6.888099,	3.454803,	-3.433296
-6.888320,	3.454913,	-3.433407
-6.888541,	3.455023,	-3.433517
-6.888761,	3.455134,	-3.433628
-6.888982,	3.455244,	-3.433738
-6.889203,	3.455354,	-3.433849
-6.889423,	3.455464,	-3.433959
-6.889644,	3.455574,	-3.434070
-6.889864,	3.455684,	-3.434180
-6.890085,	3.455794,	-3.434291
-6.890306,	3.455904,	-3.434401
-6.890526,	3.456015,	-3.434512
-6.890747,	3.456125,	-3.434622
-6.890968,	3.456235,	-3.434733
-6.891188,	3.456345,	-3.434843
-6.891409,	3.456455,	-3.434954
-6.891630,	3.456565,	-3.435064
-6.891850,	3.456675,	-3.435175
-6.892071,	3.456785,	-3.435286
-6.892292,	3.456896,	-3.435396
-6.892512,	3.457006,	-3.435507
-6.892733,	3.457116,	-3.435617
-6.892954,	3.457226,	-3.435728
-6.893174,	3.457336,	-3.435838
-6.893395,	3.457446,	-3.435949
-6.893616,	3.457556,	-3.436059
-6.893836,	3.457667,	-3.436170
-6.894057,	3.457777,	-3.436280
-6.894278,	3.457887,	-3.436391
-6.894498,	3.457997,	-3.436501
-6.894719,	3.458107,	-3.436612
-6.894940,	3.458217,	-3.436722
-6.895160,	3.458327,	-3.436833
-6.895381,	3.458437,	-3.436943
-6.895602,	3.458548,	-3.437054
-6.895822,	3.458658,	-3.437164
-6.896043,	3.458768,	-3.437275
-6.896263,	3.458878,	-3.437385
-6.896484,	3.458988,	-3.437496
-6.896705,	3.459098,	-3.437607
-6.896925,	3.459208,	-3.437717
-6.897146,	3.459319,	-3.437828
-6.897367,	3.459429,	-3.437938
-6.897587,	3.459539,	-3.438049
-6.897808,	3.459649,	-3.438159
-6.898029,	3.459759,	-3.438270
-6.898249,	3.459869,	-3.438380
-6.898470,	3.459979,	-3.438491
-6.898691,	3.460089,	-3.438601
-6.898911,	3.460200,	-3.438712
-6.899132,	3.460310,	-3.438822
-6.899353,	3.460420,	-3.438933
-6.899573,	3.460530,	-3.439043
-6.899794,	3.460640,	-3.439154
-6.900015,	3.460750,	-3.439264
-6.900235,	3.460860,	-3.439375
-6.900456,	3.460970,	-3.439485
-6.900677,	3.461081,	-3.439596
-6.900897,	3.461191,	-3.439706
-6.901118,	3.461301,	-3.439817
-6.901339,	3.461411,	-3.439928
-6.901559,	3.461521,	-3.440038
-6.901780,	3.461631,	-3.440149
-6.902000,	3.461741,	-3.440259
-6.902221,	3.461852,	-3.440370
-6.902442,	3.461962,	-3.440480
-6.902662,	3.462072,	-3.440591
-6.902883,	3.462182,	-3.440701
-6.903104,	3.462292,	-3.440812
-6.903324,	3.462402,	-3.440922
-6.903545,	3.462512,	-3.441033
-6.903766,	3.462622,	-3.441143
-6.903986,	3.462733,	-3.441254
-6.904207,	3.462843,	-3.441364
-6.904428,	3.462953,	-3.441475
-6.904648,	3.463063,	-3.441585
-6.904869,	3.463173,	-3.441696
-6.905090,	3.463283,	-3.441806
-6.905310,	3.463393,	-3.441917
-6.905531,	3.463504,	-3.442027
-6.905752,	3.463614,	-3.442138
-6.905972,	3.463724,	-3.442249
-6.906193,	3.463834,	-3.442359
-6.906414,	3.463944,	-3.442470
-6.906634,	3.464054,	-3.442580
-6.906855,	3.464164,	-3.442691
-6.907076,	3.464274,	-3.442801
-6.907296,	3.464385,	-3.442912
-6.907517,	3.464495,	-3.443022
-6.907738,	3.464605,	-3.443133
-6.907958,	3.464715,	-3.443243
-6.908179,	3.464825,	-3.443354
-6.908399,	3.464935,	-3.443464
-6.908620,	3.465045,	-3.443575
-6.908841,	3.465155,	-3.443685
-6.909061,	3.465266,	-3.443796
-6.909282,	3.465376,	-3.443906
-6.909503,	3.465486,	-3.444017
-6.909723,	3.465596,	-3.444127
-6.909944,	3.465706,	-3.444238
-6.910165,	3.465816,	-3.444348
-6.910385,	3.465926,	-3.444459
-6.910606,	3.466037,	-3.444569
-6.910827,	3.466147,	-3.444680
-6.911047,	3.466257,	-3.444791
-6.911268,	3.466367,	-3.444901
-6.911489,	3.466477,	-3.445012
-6.911709,	3.466587,	-3.445122
-6.911930,	3.466697,	-3.445233
-6.912151,	3.466807,	-3.445343
-6.912371,	3.466918,	-3.445454
-6.912592,	3.467028,	-3.445564
-6.912813,	3.467138,	-3.445675
-6.913033,	3.467248,	-3.445785
-6.913254,	3.467358,	-3.445896
-6.913475,	3.467468,	-3.446006
-6.913695,	3.467578,	-3.446117
-6.913916,	3.467688,	-3.446227
-6.914136,	3.467799,	-3.446338
-6.914357,	3.467909,	-3.446448
-6.914578,	3.468019,	-3.446559
-6.914798,	3.468129,	-3.446669
-6.915019,	3.468239,	-3.446780
-6.915240,	3.468349,	-3.446890
-6.915460,	3.468459,	-3.447001
-6.915681,	3.468570,	-3.447112
-6.915902,	3.468680,	-3.447222
-6.916122,	3.468790,	-3.447333
-6.916343,	3.468900,	-3.447443
-6.916564,	3.469010,	-3.447554
-6.916784,	3.469120,	-3.447664
-6.917005,	3.469230,	-3.447775
-6.917226,	3.469340,	-3.447885
-6.917446,	3.469451,	-3.447996
-6.917667,	3.469561,	-3.448106
-6.917888,	3.469671,	-3.448217
-6.918108,	3.469781,	-3.448327
-6.918329,	3.469891,	-3.448438
-6.918550,	3.470001,	-3.448548
-6.918770,	3.470111,	-3.448659
-6.918991,	3.470222,	-3.448769
-6.919212,	3.470332,	-3.448880
-6.919432,	3.470442,	-3.448990
-6.919653,	3.470552,	-3.449101
-6.919874,	3.470662,	-3.449211
-6.920094,	3.470772,	-3.449322
-6.920315,	3.470882,	-3.449433
-6.920535,	3.470992,	-3.449543
-6.920756,	3.471103,	-3.449654
-6.920977,	3.471213,	-3.449764
-6.921197,	3.471323,	-3.449875
-6.921418,	3.471433,	-3.449985
-6.921639,	3.471543,	-3.450096
-6.921859,	3.471653,	-3.450206
-6.922080,	3.471763,	-3.450317
-6.922301,	3.471873,	-3.450427
-6.922521,	3.471984,	-3.450538
-6.922742,	3.472094,	-3.450648
-6.922963,	3.472204,	-3.450759
