EPotencial:	ECinetica:	ETotal:
-11.393754,	5.703461,	-5.690293
-11.393975,	5.703572,	-5.690403
-11.394196,	5.703682,	-5.690514
-11.394417,	5.703792,	-5.690624
-11.394638,	5.703903,	-5.690735
-11.394859,	5.704013,	-5.690845
-11.395080,	5.704124,	-5.690956
-11.395301,	5.704234,	-5.691066
-11.395522,	5.704345,	-5.691177
-11.395743,	5.704455,	-5.691287
-11.395964,	5.704566,	-5.691398
-11.396185,	5.704676,	-5.691508
-11.396406,	5.704787,	-5.691619
-11.396627,	5.704897,	-5.691729
-11.396847,	5.705008,	-5.691840
-11.397068,	5.705118,	-5.691950
-11.397289,	5.705228,	-5.692061
-11.397510,	5.705339,	-5.692172
-11.397731,	5.705449,	-5.692282
-11.397952,	5.705560,	-5.692393
-11.398173,	5.705670,	-5.692503
-11.398394,	5.705781,	-5.692614
-11.398615,	5.705891,	-5.692724
-11.398836,	5.706002,	-5.692835
-11.399057,	5.706112,	-5.692945
-11.399278,	5.706223,	-5.693056
-11.399499,	5.706333,	-5.693166
-11.399720,	5.706444,	-5.693277
-11.399941,	5.706554,	-5.693387
-11.400162,	5.706664,	-5.693498
-11.400383,	5.706775,	-5.693608
-11.400604,	5.706885,	-5.693719
-11.400825,	5.706996,	-5.693829
-11.401046,	5.707106,	-5.693940
-11.401267,	5.707217,	-5.694050
-11.401488,	5.707327,	-5.694161
-11.401709,	5.707438,	-5.694271
-11.401930,	5.707548,	-5.694382
-11.402151,	5.707659,	-5.694493
-11.402372,	5.707769,	-5.694603
-11.402593,	5.707880,	-5.694714
-11.402814,	5.707990,	-5.694824
-11.403035,	5.708101,	-5.694935
-11.403256,	5.708211,	-5.695045
-11.403477,	5.708321,	-5.695156
-11.403698,	5.708432,	-5.695266
-11.403919,	5.708542,	-5.695377
-11.404140,	5.708653,	-5.695487
-11.404361,	5.708763,	-5.695598
-11.404582,	5.708874,	-5.695708
-11.404803,	5.708984,	-5.695819
-11.405024,	5.709095,	-5.695929
-11.405245,	5.709205,	-5.696040
-11.405466,	5.709316,	-5.696150
-11.405687,	5.709426,	-5.696261
-11.405908,	5.709537,	-5.696371
-11.406129,	5.709647,	-5.696482
-11.406350,	5.709758,	-5.696592
-11.406571,	5.709868,	-5.696703
-11.406792,	5.709978,	-5.696814
-11.407013,	5.710089,	-5.696924
-11.407234,	5.710199,	-5.697035
-11.407455,	5.710310,	-5.697145
-11.407676,	5.710420,	-5.697256
-11.407897,	5.710531,	-5.697366
-11.408118,	5.710641,	-5.697477
-11.408339,	5.710752,	-5.697587
-11.408560,	5.710862,	-5.697698
-11.408781,	5.710973,	-5.697808
-11.409002,	5.711083,	-5.697919
-11.409223,	5.711194,	-5.698029
-11.409444,	5.711304,	-5.698140
-11.409665,	5.711415,	-5.698250
-11.409886,	5.711525,	-5.698361
-11.410107,	5.711636,	-5.698471
-11.410328,	5.711746,	-5.698582
-11.410549,	5.711856,	-5.698692
-11.410770,	5.711967,	-5.698803
-11.410991,	5.712077,	-5.698913
-11.411212,	5.712188,	-5.699024
-11.411433,	5.712298,	-5.699135
-11.411654,	5.712409,	-5.699245
-11.411875,	5.712519,	-5.699356
-11.412096,	5.712630,	-5.699466
-11.412317,	5.712740,	-5.699577
-11.412538,	5.712851,	-5.699687
-11.412759,	5.712961,	-5.699798
-11.412980,	5.713072,	-5.699908
-11.413201,	5.713182,	-5.700019
-11.413422,	5.713293,	-5.700129
-11.413643,	5.713403,	-5.700240
-11.413864,	5.713513,	-5.700350
-11.414085,	5.713624,	-5.700461
-11.414306,	5.713734,	-5.700571
-11.414527,	5.713845,	-5.700682
-11.414748,	5.713955,	-5.700792
-11.414969,	5.714066,	-5.700903
-11.415190,	5.714176,	-5.701013
-11.415411,	5.714287,	-5.701124
-11.415632,	5.714397,	-5.701234
-11.415853,	5.714508,	-5.701345
-11.416074,	5.714618,	-5.701456
-11.416295,	5.714729,	-5.701566
-11.416516,	5.714839,	-5.701677
-11.416737,	5.714950,	-5.701787
-11.416958,	5.715060,	-5.701898
-11.417179,	5.715171,	-5.702008
-11.417400,	5.715281,	-5.702119
-11.417621,	5.715392,	-5.702229
-11.417842,	5.715502,	-5.702340
-11.418063,	5.715612,	-5.702450
-11.418284,	5.715723,	-5.702561
-11.418505,	5.715833,	-5.702671
-11.418726,	5.715944,	-5.702782
-11.418947,	5.716054,	-5.702892
-11.419168,	5.716165,	-5.703003
-11.419389,	5.716275,	-5.703113
-11.419610,	5.716386,	-5.703224
-11.419831,	5.716496,	-5.703334
-11.420052,	5.716607,	-5.703445
-11.420273,	5.716717,	-5.703555
-11.420494,	5.716828,	-5.703666
-11.420715,	5.716938,	-5.703776
-11.420936,	5.717049,	-5.703887
-11.421157,	5.717159,	-5.703998
-11.421378,	5.717270,	-5.704108
-11.421599,	5.717380,	-5.704219
-11.421820,	5.717491,	-5.704329
-11.422041,	5.717601,	-5.704440
-11.422262,	5.717711,	-5.704550
-11.422483,	5.717822,	-5.704661
-11.422704,	5.717932,	-5.704771
-11.422925,	5.718043,	-5.704882
-11.423146,	5.718153,	-5.704992
-11.423367,	5.718264,	-5.705103
-11.423588,	5.718374,	-5.705213
-11.423809,	5.718485,	-5.705324
-11.424030,	5.718595,	-5.705434
-11.424251,	5.718706,	-5.705545
-11.424472,	5.718816,	-5.705655
-11.424693,	5.718927,	-5.705766
-11.424914,	5.719037,	-5.705876
-11.425135,	5.719148,	-5.705987
-11.425356,	5.719258,	-5.706097
-11.425577,	5.719369,	-5.706208
-11.425798,	5.719479,	-5.706319
-11.426019,	5.719590,	-5.706429
-11.426240,	5.719700,	-5.706540
-11.426461,	5.719810,	-5.706650
-11.426682,	5.719921,	-5.706761
-11.426903,	5.720031,	-5.706871
-11.427124,	5.720142,	-5.706982
-11.427345,	5.720252,	-5.707092
-11.427566,	5.720363,	-5.707203
-11.427787,	5.720473,	-5.707313
-11.428008,	5.720584,	-5.707424
-11.428229,	5.720694,	-5.707534
-11.428450,	5.720805,	-5.707645
-11.428671,	5.720915,	-5.707755
-11.428892,	5.721026,	-5.707866
-11.429113,	5.721136,	-5.707976
-11.429334,	5.721247,	-5.708087
-11.429555,	5.721357,	-5.708197
-11.429776,	5.721468,	-5.708308
-11.429997,	5.721578,	-5.708418
-11.430218,	5.721689,	-5.708529
-11.430439,	5.721799,	-5.708640
-11.430660,	5.721910,	-5.708750
-11.430881,	5.722020,	-5.708861
-11.431102,	5.722130,	-5.708971
-11.431323,	5.722241,	-5.709082
-11.431544,	5.722351,	-5.709192
-11.431765,	5.722462,	-5.709303
-11.431986,	5.722572,	-5.709413
-11.432207,	5.722683,	-5.709524
-11.432428,	5.722793,	-5.709634
-11.432649,	5.722904,	-5.709745
-11.432870,	5.723014,	-5.709855
-11.433091,	5.723125,	-5.709966
-11.433312,	5.723235,	-5.710076
-11.433533,	5.723346,	-5.710187
-11.433754,	5.723456,	-5.710297
-11.433975,	5.723567,	-5.710408
-11.434196,	5.723677,	-5.710518
-11.434417,	5.723788,	-5.710629
-11.434638,	5.723898,	-5.710739
-11.434859,	5.724009,	-5.710850
-11.435080,	5.724119,	-5.710961
-11.435301,	5.724230,	-5.711071
-11.435522,	5.724340,	-5.711182
-11.435743,	5.724451,	-5.711292
-11.435964,	5.724561,	-5.711403
-11.436185,	5.724672,	-5.711513
-11.436406,	5.724782,	-5.711624
-11.436627,	5.724892,	-5.711734
-11.436848,	5.725003,	-5.711845
-11.437069,	5.725113,	-5.711955
-11.437290,	5.725224,	-5.712066
-11.437511,	5.725334,	-5.712176
-11.437732,	5.725445,	-5.712287
-11.437953,	5.725555,	-5.712397
-11.438174,	5.725666,	-5.712508
-11.438395,	5.725776,	-5.712618
-11.438616,	5.725887,	-5.712729
-11.438837,	5.725997,	-5.712839
-11.439058,	5.726108,	-5.712950
-11.439279,	5.726218,	-5.713060
-11.439500,	5.726329,	-5.713171
-11.439721,	5.726439,	-5.713281
-11.439942,	5.726550,	-5.713392
-11.440163,	5.726660,	-5.713503
-11.440384,	5.726771,	-5.713613
-11.440605,	5.726881,	-5.713724
-11.440826,	5.726992,	-5.713834
-11.441047,	5.727102,	-5.713945
-11.441268,	5.727213,	-5.714055
-11.441489,	5.727323,	-5.714166
-11.441710,	5.727434,	-5.714276
-11.441931,	5.727544,	-5.714387
-11.442152,	5.727655,	-5.714497
-11.442373,	5.727765,	-5.714608
-11.442594,	5.727875,	-5.714718
-11.442815,	5.727986,	-5.714829
-11.443036,	5.728096,	-5.714939
-11.443257,	5.728207,	-5.715050
-11.443478,	5.728317,	-5.715160
-11.443699,	5.728428,	-5.715271
-11.443920,	5.728538,	-5.715381
-11.444141,	5.728649,	-5.715492
-11.444362,	5.728759,	-5.715602
-11.444583,	5.728870,	-5.715713
-11.444804,	5.728980,	-5.715824
-11.445025,	5.729091,	-5.715934
-11.445246,	5.729201,	-5.716045
-11.445467,	5.729312,	-5.716155
-11.445688,	5.729422,	-5.716266
-11.445909,	5.729533,	-5.716376
-11.446130,	5.729643,	-5.716487
-11.446351,	5.729754,	-5.716597
-11.446572,	5.729864,	-5.716708
-11.446793,	5.729975,	-5.716818
-11.447014,	5.730085,	-5.716929
-11.447235,	5.730196,	-5.717039
-11.447456,	5.730306,	-5.717150
-11.447677,	5.730417,	-5.717260
-11.447898,	5.730527,	-5.717371
-11.448119,	5.730638,	-5.717481
-11.448340,	5.730748,	-5.717592
-11.448561,	5.730859,	-5.717702
-11.448782,	5.730969,	-5.717813
-11.449003,	5.731080,	-5.717923
-11.449224,	5.731190,	-5.718034
-11.449445,	5.731301,	-5.718145
-11.449666,	5.731411,	-5.718255
-11.449887,	5.731521,	-5.718366
-11.450108,	5.731632,	-5.718476
-11.450329,	5.731742,	-5.718587
-11.450550,	5.731853,	-5.718697
-11.450771,	5.731963,	-5.718808
-11.450992,	5.732074,	-5.718918
-11.451213,	5.732184,	-5.719029
-11.451434,	5.732295,	-5.719139
-11.451655,	5.732405,	-5.719250
-11.451876,	5.732516,	-5.719360
-11.452097,	5.732626,	-5.719471
-11.452318,	5.732737,	-5.719581
-11.452539,	5.732847,	-5.719692
-11.452760,	5.732958,	-5.719802
-11.452981,	5.733068,	-5.719913
-11.453202,	5.733179,	-5.720023
-11.453423,	5.733289,	-5.720134
-11.453644,	5.733400,	-5.720244
-11.453865,	5.733510,	-5.720355
-11.454086,	5.733621,	-5.720466
-11.454307,	5.733731,	-5.720576
-11.454528,	5.733842,	-5.720687
-11.454749,	5.733952,	-5.720797
-11.454970,	5.734063,	-5.720908
-11.455191,	5.734173,	-5.721018
-11.455412,	5.734284,	-5.721129
-11.455633,	5.734394,	-5.721239
-11.455854,	5.734505,	-5.721350
-11.456075,	5.734615,	-5.721460
-11.456296,	5.734726,	-5.721571
-11.456517,	5.734836,	-5.721681
-11.456738,	5.734947,	-5.721792
-11.456959,	5.735057,	-5.721902
-11.457180,	5.735168,	-5.722013
-11.457401,	5.735278,	-5.722123
-11.457622,	5.735389,	-5.722234
-11.457843,	5.735499,	-5.722344
-11.458064,	5.735610,	-5.722455
-11.458285,	5.735720,	-5.722565
-11.458507,	5.735831,	-5.722676
-11.458728,	5.735941,	-5.722786
-11.458949,	5.736052,	-5.722897
-11.459170,	5.736162,	-5.723008
-11.459391,	5.736272,	-5.723118
-11.459612,	5.736383,	-5.723229
-11.459833,	5.736493,	-5.723339
-11.460054,	5.736604,	-5.723450
-11.460275,	5.736714,	-5.723560
-11.460496,	5.736825,	-5.723671
-11.460717,	5.736935,	-5.723781
-11.460938,	5.737046,	-5.723892
-11.461159,	5.737156,	-5.724002
-11.461380,	5.737267,	-5.724113
-11.461601,	5.737377,	-5.724223
-11.461822,	5.737488,	-5.724334
-11.462043,	5.737598,	-5.724444
-11.462264,	5.737709,	-5.724555
-11.462485,	5.737819,	-5.724665
-11.462706,	5.737930,	-5.724776
-11.462927,	5.738040,	-5.724886
-11.463148,	5.738151,	-5.724997
-11.463369,	5.738261,	-5.725107
-11.463590,	5.738372,	-5.725218
-11.463811,	5.738482,	-5.725329
-11.464032,	5.738593,	-5.725439
-11.464253,	5.738703,	-5.725550
-11.464474,	5.738814,	-5.725660
-11.464695,	5.738924,	-5.725771
-11.464916,	5.739035,	-5.725881
-11.465137,	5.739145,	-5.725992
-11.465358,	5.739256,	-5.726102
-11.465579,	5.739366,	-5.726213
-11.465800,	5.739477,	-5.726323
-11.466021,	5.739587,	-5.726434
-11.466242,	5.739698,	-5.726544
-11.466463,	5.739808,	-5.726655
-11.466684,	5.739919,	-5.726765
-11.466905,	5.740029,	-5.726876
-11.467126,	5.740140,	-5.726986
-11.467347,	5.740250,	-5.727097
-11.467568,	5.740361,	-5.727207
-11.467789,	5.740471,	-5.727318
-11.468010,	5.740582,	-5.727428
-11.468231,	5.740692,	-5.727539
-11.468452,	5.740803,	-5.727650
-11.468673,	5.740913,	-5.727760
-11.468894,	5.741024,	-5.727871
-11.469115,	5.741134,	-5.727981
-11.469336,	5.741245,	-5.728092
-11.469557,	5.741355,	-5.728202
-11.469778,	5.741466,	-5.728313
-11.469999,	5.741576,	-5.728423
-11.470220,	5.741687,	-5.728534
-11.470441,	5.741797,	-5.728644
-11.470662,	5.741908,	-5.728755
-11.470883,	5.742018,	-5.728865
-11.471104,	5.742129,	-5.728976
-11.471325,	5.742239,	-5.729086
-11.471546,	5.742350,	-5.729197
-11.471768,	5.742460,	-5.729307
-11.471989,	5.742571,	-5.729418
-11.472210,	5.742681,	-5.729528
-11.472431,	5.742792,	-5.729639
-11.472652,	5.742902,	-5.729749
-11.472873,	5.743013,	-5.729860
-11.473094,	5.743123,	-5.729971
-11.473315,	5.743234,	-5.730081
-11.473536,	5.743344,	-5.730192
-11.473757,	5.743455,	-5.730302
-11.473978,	5.743565,	-5.730413
-11.474199,	5.743676,	-5.730523
-11.474420,	5.743786,	-5.730634
-11.474641,	5.743897,	-5.730744
-11.474862,	5.744007,	-5.730855
-11.475083,	5.744118,	-5.730965
-11.475304,	5.744228,	-5.731076
-11.475525,	5.744339,	-5.731186
-11.475746,	5.744449,	-5.731297
-11.475967,	5.744560,	-5.731407
-11.476188,	5.744670,	-5.731518
-11.476409,	5.744781,	-5.731628
-11.476630,	5.744891,	-5.731739
-11.476851,	5.745002,	-5.731849
-11.477072,	5.745112,	-5.731960
-11.477293,	5.745223,	-5.732070
-11.477514,	5.745333,	-5.732181
-11.477735,	5.745444,	-5.732292
-11.477956,	5.745554,	-5.732402
-11.478177,	5.745665,	-5.732513
-11.478398,	5.745775,	-5.732623
-11.478619,	5.745886,	-5.732734
-11.478840,	5.745996,	-5.732844
-11.479061,	5.746107,	-5.732955
-11.479282,	5.746217,	-5.733065
-11.479503,	5.746328,	-5.733176
-11.479724,	5.746438,	-5.733286
-11.479945,	5.746549,	-5.733397
-11.480166,	5.746659,	-5.733507
-11.480387,	5.746770,	-5.733618
-11.480608,	5.746880,	-5.733728
-11.480829,	5.746991,	-5.733839
-11.481050,	5.747101,	-5.733949
-11.481271,	5.747212,	-5.734060
-11.481492,	5.747322,	-5.734170
-11.481714,	5.747433,	-5.734281
-11.481935,	5.747543,	-5.734391
-11.482156,	5.747654,	-5.734502
-11.482377,	5.747764,	-5.734612
-11.482598,	5.747875,	-5.734723
-11.482819,	5.747985,	-5.734834
-11.483040,	5.748096,	-5.734944
-11.483261,	5.748206,	-5.735055
-11.483482,	5.748317,	-5.735165
-11.483703,	5.748427,	-5.735276
-11.483924,	5.748538,	-5.735386
-11.484145,	5.748648,	-5.735497
-11.484366,	5.748759,	-5.735607
-11.484587,	5.748869,	-5.735718
-11.484808,	5.748980,	-5.735828
-11.485029,	5.749090,	-5.735939
-11.485250,	5.749201,	-5.736049
-11.485471,	5.749311,	-5.736160
-11.485692,	5.749422,	-5.736270
-11.485913,	5.749532,	-5.736381
-11.486134,	5.749643,	-5.736491
-11.486355,	5.749753,	-5.736602
-11.486576,	5.749864,	-5.736712
-11.486797,	5.749974,	-5.736823
-11.487018,	5.750085,	-5.736933
-11.487239,	5.750195,	-5.737044
-11.487460,	5.750306,	-5.737155
-11.487681,	5.750416,	-5.737265
-11.487902,	5.750527,	-5.737376
-11.488123,	5.750637,	-5.737486
-11.488344,	5.750748,	-5.737597
-11.488565,	5.750858,	-5.737707
-11.488786,	5.750969,	-5.737818
-11.489007,	5.751079,	-5.737928
-11.489228,	5.751190,	-5.738039
-11.489449,	5.751300,	-5.738149
-11.489670,	5.751411,	-5.738260
-11.489891,	5.751521,	-5.738370
-11.490113,	5.751632,	-5.738481
-11.490334,	5.751742,	-5.738591
-11.490555,	5.751853,	-5.738702
-11.490776,	5.751963,	-5.738812
-11.490997,	5.752074,	-5.738923
-11.491218,	5.752184,	-5.739033
-11.491439,	5.752295,	-5.739144
-11.491660,	5.752405,	-5.739254
-11.491881,	5.752516,	-5.739365
-11.492102,	5.752626,	-5.739476
-11.492323,	5.752737,	-5.739586
-11.492544,	5.752847,	-5.739697
-11.492765,	5.752958,	-5.739807
-11.492986,	5.753068,	-5.739918
-11.493207,	5.753179,	-5.740028
-11.493428,	5.753289,	-5.740139
-11.493649,	5.753400,	-5.740249
-11.493870,	5.753510,	-5.740360
-11.494091,	5.753621,	-5.740470
-11.494312,	5.753731,	-5.740581
-11.494533,	5.753842,	-5.740691
-11.494754,	5.753952,	-5.740802
-11.494975,	5.754063,	-5.740912
-11.495196,	5.754173,	-5.741023
-11.495417,	5.754284,	-5.741133
-11.495638,	5.754394,	-5.741244
-11.495859,	5.754505,	-5.741354
-11.496080,	5.754615,	-5.741465
-11.496301,	5.754726,	-5.741575
-11.496522,	5.754836,	-5.741686
-11.496743,	5.754947,	-5.741797
-11.496964,	5.755057,	-5.741907
-11.497185,	5.755168,	-5.742018
-11.497406,	5.755278,	-5.742128
-11.497628,	5.755389,	-5.742239
-11.497849,	5.755499,	-5.742349
-11.498070,	5.755610,	-5.742460
-11.498291,	5.755720,	-5.742570
-11.498512,	5.755831,	-5.742681
-11.498733,	5.755941,	-5.742791
-11.498954,	5.756052,	-5.742902
-11.499175,	5.756162,	-5.743012
-11.499396,	5.756273,	-5.743123
-11.499617,	5.756383,	-5.743233
-11.499838,	5.756494,	-5.743344
-11.500059,	5.756604,	-5.743454
-11.500280,	5.756715,	-5.743565
-11.500501,	5.756826,	-5.743675
-11.500722,	5.756936,	-5.743786
-11.500943,	5.757047,	-5.743896
-11.501164,	5.757157,	-5.744007
-11.501385,	5.757268,	-5.744117
-11.501606,	5.757378,	-5.744228
-11.501827,	5.757489,	-5.744339
-11.502048,	5.757599,	-5.744449
-11.502269,	5.757710,	-5.744560
-11.502490,	5.757820,	-5.744670
-11.502711,	5.757931,	-5.744781
-11.502932,	5.758041,	-5.744891
-11.503153,	5.758152,	-5.745002
-11.503374,	5.758262,	-5.745112
-11.503595,	5.758373,	-5.745223
-11.503816,	5.758483,	-5.745333
-11.504037,	5.758594,	-5.745444
-11.504258,	5.758704,	-5.745554
-11.504480,	5.758815,	-5.745665
-11.504701,	5.758925,	-5.745775
-11.504922,	5.759036,	-5.745886
-11.505143,	5.759146,	-5.745996
-11.505364,	5.759257,	-5.746107
-11.505585,	5.759367,	-5.746217
-11.505806,	5.759478,	-5.746328
-11.506027,	5.759588,	-5.746438
-11.506248,	5.759699,	-5.746549
-11.506469,	5.759809,	-5.746660
-11.506690,	5.759920,	-5.746770
-11.506911,	5.760030,	-5.746881
-11.507132,	5.760141,	-5.746991
-11.507353,	5.760251,	-5.747102
-11.507574,	5.760362,	-5.747212
-11.507795,	5.760472,	-5.747323
-11.508016,	5.760583,	-5.747433
-11.508237,	5.760693,	-5.747544
-11.508458,	5.760804,	-5.747654
-11.508679,	5.760914,	-5.747765
-11.508900,	5.761025,	-5.747875
-11.509121,	5.761135,	-5.747986
-11.509342,	5.761246,	-5.748096
-11.509563,	5.761356,	-5.748207
-11.509784,	5.761467,	-5.748317
-11.510005,	5.761577,	-5.748428
-11.510226,	5.761688,	-5.748538
-11.510447,	5.761799,	-5.748649
-11.510668,	5.761909,	-5.748759
-11.510890,	5.762020,	-5.748870
-11.511111,	5.762130,	-5.748981
-11.511332,	5.762241,	-5.749091
-11.511553,	5.762351,	-5.749202
-11.511774,	5.762462,	-5.749312
-11.511995,	5.762572,	-5.749423
-11.512216,	5.762683,	-5.749533
-11.512437,	5.762793,	-5.749644
-11.512658,	5.762904,	-5.749754
-11.512879,	5.763014,	-5.749865
-11.513100,	5.763125,	-5.749975
-11.513321,	5.763235,	-5.750086
-11.513542,	5.763346,	-5.750196
-11.513763,	5.763456,	-5.750307
-11.513984,	5.763567,	-5.750417
-11.514205,	5.763677,	-5.750528
-11.514426,	5.763788,	-5.750638
-11.514647,	5.763898,	-5.750749
-11.514868,	5.764009,	-5.750859
-11.515089,	5.764119,	-5.750970
-11.515310,	5.764230,	-5.751080
-11.515531,	5.764340,	-5.751191
-11.515752,	5.764451,	-5.751302
-11.515973,	5.764561,	-5.751412
-11.516194,	5.764672,	-5.751523
-11.516415,	5.764782,	-5.751633
-11.516636,	5.764893,	-5.751744
-11.516858,	5.765003,	-5.751854
-11.517079,	5.765114,	-5.751965
-11.517300,	5.765224,	-5.752075
-11.517521,	5.765335,	-5.752186
-11.517742,	5.765445,	-5.752296
-11.517963,	5.765556,	-5.752407
-11.518184,	5.765666,	-5.752517
-11.518405,	5.765777,	-5.752628
-11.518626,	5.765888,	-5.752738
-11.518847,	5.765998,	-5.752849
-11.519068,	5.766109,	-5.752959
-11.519289,	5.766219,	-5.753070
-11.519510,	5.766330,	-5.753180
-11.519731,	5.766440,	-5.753291
-11.519952,	5.766551,	-5.753401
-11.520173,	5.766661,	-5.753512
-11.520394,	5.766772,	-5.753623
-11.520615,	5.766882,	-5.753733
-11.520836,	5.766993,	-5.753844
-11.521057,	5.767103,	-5.753954
-11.521278,	5.767214,	-5.754065
-11.521499,	5.767324,	-5.754175
-11.521720,	5.767435,	-5.754286
-11.521941,	5.767545,	-5.754396
-11.522162,	5.767656,	-5.754507
-11.522384,	5.767766,	-5.754617
-11.522605,	5.767877,	-5.754728
-11.522826,	5.767987,	-5.754838
-11.523047,	5.768098,	-5.754949
-11.523268,	5.768208,	-5.755059
-11.523489,	5.768319,	-5.755170
-11.523710,	5.768429,	-5.755280
-11.523931,	5.768540,	-5.755391
-11.524152,	5.768650,	-5.755501
-11.524373,	5.768761,	-5.755612
-11.524594,	5.768871,	-5.755722
-11.524815,	5.768982,	-5.755833
-11.525036,	5.769093,	-5.755943
-11.525257,	5.769203,	-5.756054
-11.525478,	5.769314,	-5.756165
-11.525699,	5.769424,	-5.756275
-11.525920,	5.769535,	-5.756386
-11.526141,	5.769645,	-5.756496
-11.526362,	5.769756,	-5.756607
-11.526583,	5.769866,	-5.756717
-11.526804,	5.769977,	-5.756828
-11.527025,	5.770087,	-5.756938
-11.527246,	5.770198,	-5.757049
-11.527467,	5.770308,	-5.757159
-11.527688,	5.770419,	-5.757270
-11.527910,	5.770529,	-5.757380
-11.528131,	5.770640,	-5.757491
-11.528352,	5.770750,	-5.757601
-11.528573,	5.770861,	-5.757712
-11.528794,	5.770971,	-5.757822
-11.529015,	5.771082,	-5.757933
-11.529236,	5.771192,	-5.758043
-11.529457,	5.771303,	-5.758154
-11.529678,	5.771413,	-5.758264
-11.529899,	5.771524,	-5.758375
-11.530120,	5.771634,	-5.758486
-11.530341,	5.771745,	-5.758596
-11.530562,	5.771855,	-5.758707
-11.530783,	5.771966,	-5.758817
-11.531004,	5.772077,	-5.758928
-11.531225,	5.772187,	-5.759038
-11.531446,	5.772298,	-5.759149
-11.531667,	5.772408,	-5.759259
-11.531888,	5.772519,	-5.759370
-11.532109,	5.772629,	-5.759480
-11.532330,	5.772740,	-5.759591
-11.532551,	5.772850,	-5.759701
-11.532772,	5.772961,	-5.759812
-11.532994,	5.773071,	-5.759922
-11.533215,	5.773182,	-5.760033
-11.533436,	5.773292,	-5.760143
-11.533657,	5.773403,	-5.760254
-11.533878,	5.773513,	-5.760364
-11.534099,	5.773624,	-5.760475
-11.534320,	5.773734,	-5.760585
-11.534541,	5.773845,	-5.760696
-11.534762,	5.773955,	-5.760807
-11.534983,	5.774066,	-5.760917
-11.535204,	5.774176,	-5.761028
-11.535425,	5.774287,	-5.761138
-11.535646,	5.774397,	-5.761249
-11.535867,	5.774508,	-5.761359
-11.536088,	5.774618,	-5.761470
-11.536309,	5.774729,	-5.761580
-11.536530,	5.774840,	-5.761691
-11.536751,	5.774950,	-5.761801
-11.536972,	5.775061,	-5.761912
-11.537193,	5.775171,	-5.762022
-11.537414,	5.775282,	-5.762133
-11.537635,	5.775392,	-5.762243
-11.537856,	5.775503,	-5.762354
-11.538078,	5.775613,	-5.762464
-11.538299,	5.775724,	-5.762575
-11.538520,	5.775834,	-5.762685
-11.538741,	5.775945,	-5.762796
-11.538962,	5.776055,	-5.762906
-11.539183,	5.776166,	-5.763017
-11.539404,	5.776276,	-5.763128
-11.539625,	5.776387,	-5.763238
-11.539846,	5.776497,	-5.763349
-11.540067,	5.776608,	-5.763459
-11.540288,	5.776718,	-5.763570
-11.540509,	5.776829,	-5.763680
-11.540730,	5.776939,	-5.763791
-11.540951,	5.777050,	-5.763901
-11.541172,	5.777160,	-5.764012
-11.541393,	5.777271,	-5.764122
-11.541614,	5.777382,	-5.764233
-11.541835,	5.777492,	-5.764343
-11.542056,	5.777603,	-5.764454
-11.542277,	5.777713,	-5.764564
-11.542498,	5.777824,	-5.764675
-11.542719,	5.777934,	-5.764785
-11.542941,	5.778045,	-5.764896
-11.543162,	5.778155,	-5.765006
-11.543383,	5.778266,	-5.765117
-11.543604,	5.778376,	-5.765227
-11.543825,	5.778487,	-5.765338
-11.544046,	5.778597,	-5.765448
-11.544267,	5.778708,	-5.765559
-11.544488,	5.778818,	-5.765670
-11.544709,	5.778929,	-5.765780
-11.544930,	5.779039,	-5.765891
-11.545151,	5.779150,	-5.766001
-11.545372,	5.779260,	-5.766112
-11.545593,	5.779371,	-5.766222
-11.545814,	5.779481,	-5.766333
-11.546035,	5.779592,	-5.766443
-11.546256,	5.779702,	-5.766554
-11.546477,	5.779813,	-5.766664
-11.546698,	5.779924,	-5.766775
-11.546919,	5.780034,	-5.766885
-11.547140,	5.780145,	-5.766996
-11.547361,	5.780255,	-5.767106
-11.547583,	5.780366,	-5.767217
-11.547804,	5.780476,	-5.767327
-11.548025,	5.780587,	-5.767438
-11.548246,	5.780697,	-5.767548
-11.548467,	5.780808,	-5.767659
-11.548688,	5.780918,	-5.767769
-11.548909,	5.781029,	-5.767880
-11.549130,	5.781139,	-5.767991
-11.549351,	5.781250,	-5.768101
-11.549572,	5.781360,	-5.768212
-11.549793,	5.781471,	-5.768322
-11.550014,	5.781581,	-5.768433
-11.550235,	5.781692,	-5.768543
-11.550456,	5.781802,	-5.768654
-11.550677,	5.781913,	-5.768764
-11.550898,	5.782024,	-5.768875
-11.551119,	5.782134,	-5.768985
-11.551340,	5.782245,	-5.769096
-11.551561,	5.782355,	-5.769206
-11.551782,	5.782466,	-5.769317
-11.552003,	5.782576,	-5.769427
-11.552225,	5.782687,	-5.769538
-11.552446,	5.782797,	-5.769648
-11.552667,	5.782908,	-5.769759
-11.552888,	5.783018,	-5.769869
-11.553109,	5.783129,	-5.769980
-11.553330,	5.783239,	-5.770090
-11.553551,	5.783350,	-5.770201
-11.553772,	5.783460,	-5.770312
-11.553993,	5.783571,	-5.770422
-11.554214,	5.783681,	-5.770533
-11.554435,	5.783792,	-5.770643
-11.554656,	5.783902,	-5.770754
-11.554877,	5.784013,	-5.770864
-11.555098,	5.784123,	-5.770975
-11.555319,	5.784234,	-5.771085
-11.555540,	5.784345,	-5.771196
-11.555761,	5.784455,	-5.771306
-11.555982,	5.784566,	-5.771417
